,medallion, pickup_datetime, dropoff_datetime, passenger_count, trip_time_in_secs, trip_distance, pickup_longitude, pickup_latitude, dropoff_longitude, dropoff_latitude, fake_pickup_latitude, fake_pickup_longitude,pickup_walking_time, fake_dropoff_latitude, fake_dropoff_longitude,dropoff_walking_time
556,2010000552,2010-01-01 00:05:11,2010-01-01 00:23:32,1,18.35,8.2,-73.973969,40.764687,-74.015732,40.715256,40.765824,-73.974242,153.0,40.716511,-74.014364,137.0
557,2010000553,2010-01-01 00:05:11,2010-01-01 00:18:40,1,13.48,3.2,-73.970886,40.755291,-73.996315,40.721844,40.754414,-73.971235,103.0,40.721101,-73.996935,81.0
558,2010000554,2010-01-01 00:05:11,2010-01-01 00:13:03,3,7.87,1.2,-73.97776,40.756981,-73.971985,40.744911,40.757948,-73.978584,148.0,40.745554,-73.972502,87.0
559,2010000555,2010-01-01 00:05:12,2010-01-01 00:20:49,3,15.62,8.1,-73.874413,40.774035999999995,-73.953934,40.779758,40.775116,-73.875010,1.0,40.779120,-73.952843,89.0
560,2010000556,2010-01-01 00:05:12,2010-01-01 00:25:10,4,19.97,5.1,-74.00634000000001,40.739681,-73.9478,40.776245,40.738698,-74.005282,148.0,40.777192,-73.946325,148.0
561,2010000557,2010-01-01 00:05:12,2010-01-01 00:16:29,2,11.28,2.3,-73.99379,40.720531,-73.972382,40.745166999999995,40.721567,-73.994173,150.0,40.744196,-73.971844,141.0
562,2010000558,2010-01-01 00:05:12,2010-01-01 00:05:12,1,0.0,8.08,-73.95525400000001,40.773399,-73.901451,40.86272,40.773779,-73.956317,86.0,40.862039,-73.900758,133.0
563,2010000559,2010-01-01 00:05:12,2010-01-01 00:05:12,1,0.0,0.01,-73.93780500000001,40.804504,-73.937729,40.804451,40.804258,-73.937016,70.0,40.804877,-73.938498,105.0
564,2010000560,2010-01-01 00:05:12,2010-01-01 00:13:46,2,8.57,2.0,-73.974632,40.790721999999995,-73.955048,40.809937,40.789772,-73.974609,95.0,40.808895,-73.955935,106.0
565,2010000561,2010-01-01 00:05:13,2010-01-01 00:05:13,2,0.0,0.81,-73.98041500000001,40.785019,-73.977913,40.776989,40.784502,-73.979249,106.0,40.776710,-73.979256,126.0
566,2010000562,2010-01-01 00:05:13,2010-01-01 00:08:00,1,2.78,0.4,-73.94963800000001,40.785297,-73.942924,40.785866,40.786164,-73.950884,145.0,40.785354,-73.941930,84.0
567,2010000563,2010-01-01 00:05:13,2010-01-01 00:09:54,4,4.68,0.5,-73.972099,40.755539,-73.97258000000001,40.752476,40.756360,-73.971090,147.0,40.751972,-73.973854,116.0
568,2010000564,2010-01-01 00:05:13,2010-01-01 00:10:42,2,5.48,1.6,-73.9814,40.7752,-73.969765,40.794785,40.775894,-73.982861,123.0,40.794790,-73.969281,26.0
569,2010000565,2010-01-01 00:05:15,2010-01-01 00:26:27,1,21.2,6.7,-73.97970600000001,40.748695,-74.007133,40.714611,40.748462,-73.979816,52.0,40.715879,-74.007264,150.0
570,2010000566,2010-01-01 00:05:16,2010-01-01 00:14:13,1,8.949999999999998,4.6,-73.944244,40.775745,-73.936615,40.830181,40.775420,-73.945560,138.0,40.830755,-73.935809,95.0
571,2010000567,2010-01-01 00:05:16,2010-01-01 00:13:05,2,7.82,1.6,-73.985268,40.744465000000005,-73.96772,40.756104,40.745104,-73.984337,103.0,40.755885,-73.966846,69.0
572,2010000568,2010-01-01 00:05:17,2010-01-01 00:26:25,1,21.13,4.3,-73.99835999999999,40.724585999999995,-73.96154,40.774605,40.724484,-73.997357,91.0,40.773591,-73.961896,101.0
573,2010000569,2010-01-01 00:05:17,2010-01-01 00:05:17,1,0.0,0.5,-74.015915,40.711021,-74.016228,40.711143,40.711144,-74.015927,4.0,40.711671,-74.016927,97.0
574,2010000570,2010-01-01 00:05:17,2010-01-01 00:14:51,1,9.57,2.4,-73.98640400000001,40.751762,-73.956459,40.763161,40.751043,-73.985246,96.0,40.764032,-73.956160,83.0
575,2010000571,2010-01-01 00:05:18,2010-01-01 00:15:38,2,10.33,3.0,-73.96260799999999,40.710072,-73.97592900000001,40.730495,40.710940,-73.963616,125.0,40.729888,-73.975617,69.0
576,2010000572,2010-01-01 00:05:18,2010-01-01 00:23:31,2,18.22,2.5,-73.98455799999999,40.754314,-74.00056500000001,40.729935,40.754284,-73.983155,151.0,40.730348,-74.001130,45.0
577,2010000573,2010-01-01 00:05:18,2010-01-01 00:05:18,5,0.0,0.75,-73.956947,40.766331,-73.954399,40.774403,40.767591,-73.957200,133.0,40.774479,-73.954181,54.0
578,2010000574,2010-01-01 00:05:18,2010-01-01 00:33:15,2,27.95,8.2,-73.98008,40.783756,-73.94532,40.718922,40.784627,-73.980048,112.0,40.717956,-73.946052,141.0
579,2010000575,2010-01-01 00:05:18,2010-01-01 00:09:56,2,4.63,0.7,-73.998184,40.719669,-73.98909,40.721385999999995,40.718813,-73.999640,133.0,40.721321,-73.989465,89.0
580,2010000576,2010-01-01 00:05:18,2010-01-01 00:25:19,1,20.02,3.9,-73.95356,40.775271999999994,-73.994591,40.742832,40.775001,-73.952691,55.0,40.741924,-73.993342,130.0
581,2010000577,2010-01-01 00:05:18,2010-01-01 00:14:32,1,9.23,1.4,-73.979469,40.735489,-74.001968,40.742073,40.734501,-73.980821,157.0,40.742035,-74.001736,13.0
582,2010000578,2010-01-01 00:05:18,2010-01-01 00:21:20,2,16.03,3.2,-73.972229,40.79821,-73.973763,40.763107,40.798048,-73.971274,83.0,40.763990,-73.972305,165.0
583,2010000579,2010-01-01 00:05:20,2010-01-01 00:11:31,1,6.18,1.3,-73.990372,40.742672,-74.00625600000001,40.739407,40.742760,-73.989489,148.0,40.740782,-74.007036,158.0
584,2010000580,2010-01-01 00:05:20,2010-01-01 00:16:28,1,11.13,2.0,-73.968887,40.764027,-73.99121099999999,40.750492,40.763720,-73.968868,29.0,40.749287,-73.991545,105.0
585,2010000581,2010-01-01 00:05:20,2010-01-01 00:28:37,2,23.28,4.7,-73.983078,40.766411,-73.99041700000001,40.724888,40.766128,-73.982660,68.0,40.726380,-73.989038,144.0
586,2010000582,2010-01-01 00:05:20,2010-01-01 00:14:43,2,9.38,2.5,-74.000465,40.735523,-74.014275,40.708259999999996,40.735335,-74.000088,22.0,40.707044,-74.014574,98.0
587,2010000583,2010-01-01 00:05:20,2010-01-01 00:18:10,1,12.83,2.9,-73.982079,40.772011,-73.95452900000001,40.7883,40.771061,-73.983433,166.0,40.789024,-73.955153,94.0
588,2010000584,2010-01-01 00:05:20,2010-01-01 00:21:01,2,15.68,2.9,-73.98774,40.719891,-73.99180600000001,40.750134,40.718899,-73.988383,125.0,40.749884,-73.993091,178.0
589,2010000585,2010-01-01 00:05:21,2010-01-01 00:12:25,1,7.07,1.0,-73.962418,40.772816,-73.973579,40.763611,40.773829,-73.961352,110.0,40.763595,-73.973457,17.0
590,2010000586,2010-01-01 00:05:21,2010-01-01 00:11:56,1,6.58,1.3,-73.951897,40.777538,-73.977356,40.759544,40.777240,-73.952608,67.0,40.759017,-73.976315,86.0
591,2010000587,2010-01-01 00:05:22,2010-01-01 00:24:35,1,19.22,6.8,-73.94278,40.797077,-73.890381,40.831192,40.796260,-73.942094,150.0,40.829910,-73.891730,175.0
592,2010000588,2010-01-01 00:05:22,2010-01-01 00:07:37,2,2.25,0.4,-73.95585600000001,40.77216,-73.961037,40.769974,40.771983,-73.954922,72.0,40.770707,-73.961999,104.0
593,2010000589,2010-01-01 00:05:23,2010-01-01 00:22:19,1,16.93,5.4,-73.989487,40.730042,-73.938103,40.797119,40.728864,-73.988068,179.0,40.796334,-73.936722,111.0
594,2010000590,2010-01-01 00:05:23,2010-01-01 00:22:26,1,17.05,4.0,-73.96167,40.698192999999996,-73.99263,40.725395,40.698796,-73.960767,149.0,40.724636,-73.993625,126.0
595,2010000591,2010-01-01 00:05:25,2010-01-01 00:12:09,1,6.73,1.3,-73.946732,40.772022,-73.95485699999999,40.784008,40.772298,-73.946582,27.0,40.782906,-73.955496,90.0
596,2010000592,2010-01-01 00:05:25,2010-01-01 00:18:46,1,13.35,4.9,-73.956818,40.784141999999996,-73.97479200000001,40.729923,40.783019,-73.955402,168.0,40.729598,-73.973709,130.0
597,2010000593,2010-01-01 00:05:26,2010-01-01 00:12:32,2,7.1,1.0,-73.955376,40.776897,-73.944191,40.79137,40.776268,-73.954848,50.0,40.792320,-73.945017,153.0
598,2010000594,2010-01-01 00:05:26,2010-01-01 00:20:28,1,15.03,3.2,-73.98719799999999,40.722351,-74.001862,40.751041,40.722408,-73.987685,30.0,40.752476,-74.001558,154.0
599,2010000595,2010-01-01 00:05:27,2010-01-01 00:11:09,4,5.7,0.9,-74.01003299999999,40.712105,-74.00282299999999,40.707287,40.710883,-74.010526,127.0,40.708003,-74.002106,109.0
600,2010000596,2010-01-01 00:05:28,2010-01-01 00:10:53,2,5.42,1.2,-73.983398,40.738457000000004,-73.991493,40.726261,40.738889,-73.982413,80.0,40.726744,-73.992318,87.0
601,2010000597,2010-01-01 00:05:28,2010-01-01 00:39:43,2,34.25,13.0,-73.980103,40.751427,-73.785538,40.757938,40.752164,-73.979319,91.0,40.758015,-73.786844,96.0
602,2010000598,2010-01-01 00:05:28,2010-01-01 00:17:23,1,11.92,2.7,-73.98786199999999,40.720039,-73.977127,40.753006,40.719130,-73.989313,167.0,40.752387,-73.976793,156.0
603,2010000599,2010-01-01 00:05:29,2010-01-01 00:15:54,1,10.42,3.3,-73.982399,40.732203999999996,-73.958481,40.772877,40.733323,-73.981492,153.0,40.772353,-73.959101,68.0
604,2010000600,2010-01-01 00:05:29,2010-01-01 00:05:29,2,0.0,0.36,-74.00155600000001,40.751411,-74.004646,40.750366,40.750821,-74.001286,104.0,40.750688,-74.004953,111.0
605,2010000601,2010-01-01 00:05:31,2010-01-01 00:17:06,2,11.58,2.4,-73.96846,40.791503999999996,-73.972946,40.795792,40.791054,-73.969623,113.0,40.794429,-73.973432,146.0
606,2010000602,2010-01-01 00:05:32,2010-01-01 00:20:29,1,14.95,4.0,-73.999344,40.679947,-74.001244,40.724270000000004,40.679413,-73.998411,83.0,40.722784,-74.002262,159.0
607,2010000603,2010-01-01 00:05:33,2010-01-01 00:18:32,1,12.98,4.3,-73.99069200000001,40.736744,-73.949936,40.777241,40.737771,-73.991921,143.0,40.776836,-73.950269,100.0
608,2010000604,2010-01-01 00:05:33,2010-01-01 00:05:33,1,0.0,1.11,-73.99353,40.724468,-73.98745,40.714306,40.724954,-73.992989,58.0,40.713739,-73.987601,98.0
609,2010000605,2010-01-01 00:05:34,2010-01-01 00:12:45,2,7.18,1.3,-73.9767,40.764858000000004,-73.978691,40.750865999999995,40.764639,-73.975501,88.0,40.749950,-73.978313,119.0
610,2010000606,2010-01-01 00:05:34,2010-01-01 00:09:07,1,3.55,0.5,-73.95013399999999,40.779823,-73.948647,40.786221000000005,40.779233,-73.948736,93.0,40.787249,-73.948265,111.0
611,2010000607,2010-01-01 00:05:34,2010-01-01 00:11:01,1,5.45,1.3,-74.013901,40.728069,-74.013901,40.728069,40.727441,-74.013913,4.0,40.727959,-74.012438,89.0
612,2010000608,2010-01-01 00:05:34,2010-01-01 00:10:30,3,4.93,0.3,-73.954063,40.764008000000004,-74.00286899999999,40.708626,40.764488,-73.953199,150.0,40.709124,-74.003767,127.0
613,2010000609,2010-01-01 00:05:35,2010-01-01 00:13:32,1,7.95,1.5,-73.948936,40.776764,-73.955368,40.787822999999996,40.777326,-73.948592,111.0,40.787396,-73.955691,69.0
614,2010000610,2010-01-01 00:05:36,2010-01-01 00:10:27,2,4.85,0.8,-73.78994,40.644226,-73.978584,40.783306,40.643957,-73.789282,73.0,40.784735,-73.977261,165.0
615,2010000611,2010-01-01 00:05:36,2010-01-01 00:15:48,1,10.2,2.0,-73.92214200000001,40.743815999999995,-73.931427,40.765106,40.743228,-73.920694,147.0,40.766360,-73.932350,157.0
616,2010000612,2010-01-01 00:05:36,2010-01-01 00:09:17,1,3.68,0.7,-73.990036,40.737057,-73.989243,40.732361,40.736716,-73.989160,59.0,40.732630,-73.987884,126.0
617,2010000613,2010-01-01 00:05:36,2010-01-01 00:12:44,2,7.13,2.0,-74.008911,40.713692,-73.989517,40.733672999999996,40.712714,-74.008054,138.0,40.734445,-73.989732,60.0
618,2010000614,2010-01-01 00:05:37,2010-01-01 00:22:52,3,17.25,4.7,-73.97811899999999,40.783428,-73.95744300000001,40.776058,40.784156,-73.979558,176.0,40.776747,-73.956546,155.0
619,2010000615,2010-01-01 00:05:37,2010-01-01 00:27:55,1,22.3,3.3,-73.957985,40.713902000000004,-73.95841999999999,40.675484000000004,40.713754,-73.959311,138.0,40.675009,-73.957880,37.0
620,2010000616,2010-01-01 00:05:38,2010-01-01 00:13:06,1,7.47,0.5,-73.986908,40.767559000000006,-73.986961,40.762772,40.767854,-73.985603,132.0,40.762316,-73.986201,71.0
621,2010000617,2010-01-01 00:05:38,2010-01-01 00:07:20,2,1.7,0.2,-73.98584,40.728642,-73.989838,40.729763,40.729488,-73.987113,134.0,40.729051,-73.989726,59.0
622,2010000618,2010-01-01 00:05:38,2010-01-01 00:16:46,1,11.13,2.2,-73.953896,40.774895,-73.984573,40.779682,40.776041,-73.952690,125.0,40.781074,-73.983223,156.0
623,2010000619,2010-01-01 00:05:38,2010-01-01 00:13:22,1,7.73,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
624,2010000620,2010-01-01 00:05:39,2010-01-01 00:21:41,1,16.03,2.3,-73.977425,40.749722,-73.991096,40.73362,40.750229,-73.976569,68.0,40.733297,-73.991812,73.0
625,2010000621,2010-01-01 00:05:39,2010-01-01 00:27:11,4,21.53,5.9,-73.945663,40.778023,-74.006241,40.741337,40.776663,-73.947061,177.0,40.740630,-74.005445,99.0
626,2010000622,2010-01-01 00:05:40,2010-01-01 00:17:32,2,11.87,1.8,-74.00503499999999,40.719116,-73.989029,40.736481,40.718185,-74.004133,157.0,40.736053,-73.989988,105.0
627,2010000623,2010-01-01 00:05:40,2010-01-01 00:05:40,1,0.0,0.8,-73.958527,40.717040999999995,-73.965126,40.711796,40.717842,-73.957344,103.0,40.712434,-73.964379,91.0
628,2010000624,2010-01-01 00:05:40,2010-01-01 00:05:40,1,0.0,0.05,-73.984138,40.780421999999994,-73.98389399999999,40.780632000000004,40.779558,-73.982742,115.0,40.781730,-73.982746,135.0
629,2010000625,2010-01-01 00:05:41,2010-01-01 00:28:20,4,22.65,1.4,-73.972031,40.765141,-73.984451,40.747101,40.764685,-73.972787,75.0,40.747139,-73.985091,36.0
630,2010000626,2010-01-01 00:05:41,2010-01-01 00:24:41,4,19.0,4.5,-73.981583,40.752502,-74.011185,40.70528,40.751610,-73.980571,122.0,40.705454,-74.009902,101.0
631,2010000627,2010-01-01 00:05:41,2010-01-01 00:21:13,1,15.53,8.0,-73.975121,40.744473,-73.93875899999999,40.829712,40.745659,-73.974427,107.0,40.829523,-73.937674,67.0
632,2010000628,2010-01-01 00:05:42,2010-01-01 00:16:03,2,10.35,2.7,-73.962349,40.770523,-73.971466,40.796261,40.771991,-73.960864,151.0,40.795017,-73.971821,132.0
633,2010000629,2010-01-01 00:05:42,2010-01-01 00:17:31,1,11.82,2.1,-73.995796,40.733093,-73.977638,40.751884000000004,40.732867,-73.995255,68.0,40.752392,-73.977490,54.0
634,2010000630,2010-01-01 00:05:42,2010-01-01 00:26:14,3,20.53,4.7,-73.996445,40.744423,-73.944649,40.780018,40.744455,-73.995958,95.0,40.781437,-73.944728,176.0
635,2010000631,2010-01-01 00:05:42,2010-01-01 00:16:32,2,10.83,2.2,-73.99339300000001,40.720257000000004,-73.996735,40.744617,40.719235,-73.991953,170.0,40.744341,-73.995862,59.0
636,2010000632,2010-01-01 00:05:43,2010-01-01 00:26:28,1,20.75,6.2,-73.942711,40.746937,-73.900368,40.70657,40.747804,-73.942560,179.0,40.707415,-73.901577,139.0
637,2010000633,2010-01-01 00:05:43,2010-01-01 00:05:43,5,0.0,0.49,-73.984962,40.670849,-73.981041,40.667618,40.670336,-73.983517,132.0,40.666621,-73.981246,131.0
638,2010000634,2010-01-01 00:05:44,2010-01-01 00:17:55,1,12.18,2.7,-74.009491,40.710361,-74.004929,40.745628,40.709613,-74.009343,89.0,40.744717,-74.006064,135.0
639,2010000635,2010-01-01 00:05:44,2010-01-01 00:05:44,4,0.0,1.17,-73.945877,40.778095,-73.958984,40.778355,40.778067,-73.947113,106.0,40.778711,-73.958030,104.0
640,2010000636,2010-01-01 00:05:44,2010-01-01 00:23:00,1,17.27,2.2,-74.004234,40.742401,-73.974091,40.747208,40.741305,-74.003632,154.0,40.748561,-73.974217,120.0
641,2010000637,2010-01-01 00:05:44,2010-01-01 00:09:19,2,3.58,0.5,-73.972031,40.760246,-73.96354699999999,40.771460999999995,40.759654,-73.970589,122.0,40.771145,-73.962538,89.0
642,2010000638,2010-01-01 00:05:47,2010-01-01 00:17:34,2,11.78,2.0,-73.967247,40.766624,-73.984299,40.769753,40.765913,-73.967663,72.0,40.770907,-73.984869,121.0
643,2010000639,2010-01-01 00:05:47,2010-01-01 00:26:49,2,21.03,3.6,-73.975891,40.758774,-73.980186,40.765652,40.758089,-73.976437,165.0,40.764767,-73.981523,168.0
644,2010000640,2010-01-01 00:05:49,2010-01-01 00:08:58,3,3.15,0.7,-74.001099,40.731640000000006,-73.99363699999999,40.737797,40.731646,-74.002233,77.0,40.737276,-73.992417,98.0
645,2010000641,2010-01-01 00:05:49,2010-01-01 00:07:48,1,1.98,0.2,-73.946579,40.772484000000006,-73.949287,40.772881,40.772779,-73.946964,44.0,40.772468,-73.948494,77.0
646,2010000642,2010-01-01 00:05:50,2010-01-01 00:05:50,1,0.0,0.24,-73.958481,40.759663,-73.958481,40.759663,40.759072,-73.958819,160.0,40.759718,-73.958803,48.0
647,2010000643,2010-01-01 00:05:50,2010-01-01 00:18:53,1,13.05,4.4,-73.987564,40.775764,-73.945107,40.828602000000004,40.776300,-73.988310,91.0,40.828940,-73.945739,71.0
648,2010000644,2010-01-01 00:05:50,2010-01-01 00:10:40,1,4.83,1.1,-73.965836,40.754459000000004,-73.960983,40.7668,40.753127,-73.966795,111.0,40.767046,-73.961919,64.0
649,2010000645,2010-01-01 00:05:51,2010-01-01 00:09:09,1,3.3,1.4,-73.937416,40.797432,-73.950813,40.779315999999994,40.797382,-73.937883,70.0,40.777851,-73.951274,179.0
650,2010000646,2010-01-01 00:05:52,2010-01-01 00:09:05,1,3.22,1.1,-73.984894,40.686993,-73.998215,40.694401,40.688286,-73.986083,178.0,40.694322,-73.997224,102.0
651,2010000647,2010-01-01 00:05:52,2010-01-01 00:05:52,4,0.0,0.03,-73.992889,40.75819,-73.993095,40.757763,40.757017,-73.992737,160.0,40.756557,-73.993415,163.0
652,2010000648,2010-01-01 00:05:53,2010-01-01 00:17:30,1,11.61,2.9,-73.96818499999999,40.763897,-73.98159,40.779938,40.764249,-73.968488,59.0,40.780516,-73.980350,134.0
653,2010000649,2010-01-01 00:05:53,2010-01-01 00:05:53,1,0.0,0.81,-74.005432,40.740753000000005,-74.006897,40.747986,40.741880,-74.005628,137.0,40.748782,-74.008141,171.0
654,2010000650,2010-01-01 00:05:53,2010-01-01 00:05:53,1,0.0,0.62,-73.989983,40.753716,-73.979546,40.746815000000005,40.753778,-73.990253,16.0,40.747450,-73.981020,174.0
655,2010000651,2010-01-01 00:05:53,2010-01-01 00:20:55,1,15.03,7.1,-74.01325200000001,40.702106,-74.021629,40.630783,40.702358,-74.013590,67.0,40.630123,-74.021606,128.0
656,2010000652,2010-01-01 00:05:54,2010-01-01 00:31:21,1,25.45,7.0,-74.001205,40.731735,-73.96843,40.801544,40.731148,-74.000163,92.0,40.800402,-73.969175,107.0
657,2010000653,2010-01-01 00:05:54,2010-01-01 00:13:05,1,7.18,1.3,-73.993347,40.734989,-73.987373,40.75032,40.734573,-73.992086,88.0,40.751023,-73.986323,106.0
658,2010000654,2010-01-01 00:05:55,2010-01-01 00:05:55,1,0.0,0.9,-73.970963,40.798328000000005,-73.979012,40.787003000000006,40.797211,-73.972055,128.0,40.787382,-73.978757,35.0
659,2010000655,2010-01-01 00:05:56,2010-01-01 00:16:11,1,10.25,1.4,-73.99726899999999,40.744803999999995,-73.984589,40.751059999999995,40.746123,-73.997851,159.0,40.750633,-73.984026,167.0
660,2010000656,2010-01-01 00:05:56,2010-01-01 00:05:56,1,0.0,0.06,-73.98207099999999,40.758339,-73.981842,40.75885,40.758899,-73.981147,127.0,40.757883,-73.981180,138.0
661,2010000657,2010-01-01 00:05:56,2010-01-01 00:16:01,2,10.08,0.8,-73.97551,40.765369,-73.975441,40.754878999999995,40.766446,-73.976646,144.0,40.756074,-73.975283,144.0
662,2010000658,2010-01-01 00:05:57,2010-01-01 00:05:57,5,0.0,0.83,-74.01316800000001,40.702389000000004,-74.001976,40.708214,40.702687,-74.013257,55.0,40.708522,-74.001373,43.0
663,2010000659,2010-01-01 00:05:57,2010-01-01 00:07:45,1,1.8,0.1,-73.97024499999999,40.769787,-73.964272,40.780651,40.769205,-73.968940,154.0,40.780698,-73.963005,120.0
664,2010000660,2010-01-01 00:05:57,2010-01-01 00:31:18,3,25.35,3.6,-73.984612,40.754333,-74.005493,40.715191,40.755046,-73.985210,98.0,40.715778,-74.005499,82.0
665,2010000661,2010-01-01 00:05:58,2010-01-01 00:08:11,1,2.22,0.5,-73.981873,40.774440999999996,-73.985374,40.780186,40.773313,-73.981861,142.0,40.780368,-73.984754,27.0
666,2010000662,2010-01-01 00:05:58,2010-01-01 00:19:47,2,13.82,2.6,-73.991737,40.759182,-74.005966,40.723831,40.759763,-73.990966,81.0,40.724607,-74.005940,66.0
667,2010000663,2010-01-01 00:05:59,2010-01-01 00:14:09,1,8.17,1.7,-73.967957,40.755512,-73.990967,40.751247,40.756044,-73.969384,113.0,40.751564,-73.992012,74.0
668,2010000664,2010-01-01 00:06:00,2010-01-01 00:34:00,5,28.0,5.7,-74.00730899999999,40.714745,-73.959633,40.775082,40.716153,-74.007539,176.0,40.775085,-73.960881,123.0
669,2010000665,2010-01-01 00:06:00,2010-01-01 00:27:00,5,21.0,5.5,-73.99320999999999,40.727139,-73.973793,40.693306,40.725914,-73.993065,177.0,40.693303,-73.974065,14.0
670,2010000666,2010-01-01 00:06:00,2010-01-01 00:28:00,3,22.0,3.86,-73.99116500000001,40.723476,-73.97654,40.7654,40.722861,-73.991742,60.0,40.766872,-73.975848,170.0
671,2010000667,2010-01-01 00:06:00,2010-01-01 00:35:00,1,29.0,2.77,-73.977036,40.758183,-74.007599,40.73877,40.756723,-73.978145,164.0,40.738106,-74.006762,139.0
672,2010000668,2010-01-01 00:06:00,2010-01-01 00:28:00,1,22.0,3.6,-73.98021700000001,40.760864,-73.99613199999999,40.722378000000006,40.761548,-73.979855,124.0,40.721353,-73.995954,95.0
673,2010000669,2010-01-01 00:06:00,2010-01-01 00:33:00,1,27.0,18.09,-73.786987,40.64159,-73.958313,40.686104,40.640898,-73.786809,11.0,40.685448,-73.957999,78.0
674,2010000670,2010-01-01 00:06:00,2010-01-01 00:30:00,5,24.0,3.04,-73.97892,40.762669,-73.99542199999999,40.726509,40.761681,-73.977901,153.0,40.726530,-73.995083,11.0
675,2010000671,2010-01-01 00:06:00,2010-01-01 00:24:00,1,18.0,4.57,-73.95874,40.774899,-73.943611,40.825546,40.773674,-73.957492,160.0,40.825857,-73.943142,33.0
676,2010000672,2010-01-01 00:06:00,2010-01-01 00:23:00,2,17.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
677,2010000673,2010-01-01 00:06:00,2010-01-01 00:19:00,1,13.0,6.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
678,2010000674,2010-01-01 00:06:00,2010-01-01 00:26:00,1,20.0,4.37,-74.004677,40.721302,-73.982651,40.775688,40.722529,-74.004892,159.0,40.775199,-73.981366,111.0
679,2010000675,2010-01-01 00:06:00,2010-01-01 00:26:00,3,20.0,3.49,-73.953751,40.784889,-73.979118,40.750053,40.784859,-73.954130,73.0,40.749035,-73.978961,89.0
680,2010000676,2010-01-01 00:06:00,2010-01-01 00:25:00,2,19.0,3.27,-73.983299,40.771091,-73.990379,40.734634,40.769745,-73.982207,147.0,40.735460,-73.990689,91.0
681,2010000677,2010-01-01 00:06:00,2010-01-01 00:33:00,2,27.0,2.21,-73.98085,40.759392,-73.99225600000001,40.737831,40.760308,-73.980806,99.0,40.737229,-73.992856,69.0
682,2010000678,2010-01-01 00:06:00,2010-01-01 00:34:00,1,28.0,3.71,-73.984718,40.756012,-73.995209,40.719833,40.754609,-73.984374,178.0,40.718437,-73.995001,140.0
683,2010000679,2010-01-01 00:06:00,2010-01-01 00:27:00,3,21.0,7.53,-73.971466,40.758796999999994,-73.979095,40.692703,40.759403,-73.971878,140.0,40.691557,-73.979710,111.0
684,2010000680,2010-01-01 00:06:00,2010-01-01 00:13:00,5,7.0,1.96,-73.98419200000001,40.728553999999995,-73.973694,40.751903999999996,40.728882,-73.983408,129.0,40.752729,-73.973305,94.0
685,2010000681,2010-01-01 00:06:00,2010-01-01 00:33:00,4,27.0,5.42,-73.98848000000001,40.764191,-74.00264,40.739509999999996,40.764537,-73.987423,104.0,40.739376,-74.001960,68.0
686,2010000682,2010-01-01 00:06:00,2010-01-01 00:08:24,3,2.4,0.3,-73.990349,40.761761,-73.996597,40.763409,40.762741,-73.988993,150.0,40.762807,-73.996478,51.0
687,2010000683,2010-01-01 00:06:00,2010-01-01 00:25:00,1,19.0,10.78,-73.999741,40.76162,-73.90550999999999,40.879292,40.760792,-73.998508,141.0,40.880138,-73.905310,130.0
688,2010000684,2010-01-01 00:06:00,2010-01-01 00:28:00,1,22.0,9.45,-73.874596,40.774075,-73.961464,40.761841,40.775422,-73.875371,0.0,40.760836,-73.960828,130.0
689,2010000685,2010-01-01 00:06:00,2010-01-01 00:34:00,1,28.0,16.63,-74.00520300000001,40.751236,-74.16439100000001,40.712193,40.750331,-74.006102,103.0,40.712983,-74.163666,104.0
690,2010000686,2010-01-01 00:06:00,2010-01-01 00:11:00,1,5.0,0.63,-73.972176,40.757351,-73.962761,40.75853,40.758531,-73.971322,162.0,40.759783,-73.963784,163.0
691,2010000687,2010-01-01 00:06:00,2010-01-01 00:26:00,5,20.0,2.03,-73.981094,40.758312,-73.985809,40.735054,40.758175,-73.980944,14.0,40.735704,-73.986574,86.0
692,2010000688,2010-01-01 00:06:00,2010-01-01 00:08:00,1,2.0,0.47,-73.96225,40.795147,-73.96157099999999,40.799595000000004,40.795326,-73.961376,158.0,40.799000,-73.961764,142.0
693,2010000689,2010-01-01 00:06:00,2010-01-01 00:28:00,3,22.0,6.01,-73.980049,40.759674,-73.950211,40.81514,40.760400,-73.981415,111.0,40.814477,-73.951567,126.0
694,2010000690,2010-01-01 00:06:00,2010-01-01 00:29:00,1,23.0,9.83,-73.99395799999999,40.756462,-73.924927,40.861851,40.757113,-73.993303,79.0,40.862041,-73.924211,72.0
695,2010000691,2010-01-01 00:06:00,2010-01-01 00:27:00,5,21.0,9.6,-73.862473,40.768658,-73.990219,40.750031,40.768655,-73.861882,10.0,40.750045,-73.989874,18.0
696,2010000692,2010-01-01 00:06:00,2010-01-01 00:24:00,1,18.0,9.51,-73.872986,40.773994,-73.91109499999999,40.842827,40.773170,-73.872626,5.0,40.843898,-73.909806,146.0
697,2010000693,2010-01-01 00:06:00,2010-01-01 00:47:00,5,41.0,13.23,-73.980812,40.741821,-73.91816700000001,40.834568,40.741126,-73.979516,111.0,40.834687,-73.919431,109.0
